PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Depth,Meta description,Meta description patch,Meta description patch status,Meta description length,No. of meta descriptions,Is indexable page
30,https://www.kinexisdigital.com/en/industries/professional-services,Professional Services Marketing | KINEXIS,text/html; charset=utf-8,false,200,0,0,"Authority-building content, trust signals, and demand generation for high-value client acquisition.",,,99,1,true
20,https://www.kinexisdigital.com/en/locations/austin/web-design,Web Design Austin | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides web design for Austin, Texas. Local strategy and measurable results.",,,85,1,true
20,https://www.kinexisdigital.com/es/locations/des-moines/seo,SEO Des Moines | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides seo for Des Moines, Iowa. Local strategy and measurable results.",,,81,1,true
20,https://www.kinexisdigital.com/es/locations/cedar-rapids/ppc-management,PPC Management Cedar Rapids | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides ppc management for Cedar Rapids, Iowa. Local strategy and measurable results.",,,94,1,true
20,https://www.kinexisdigital.com/es/pricing/web-design,"Precios Diseño Web | Sitios desde $8,000 | KINEXIS",text/html; charset=utf-8,false,200,0,0,Precios de diseño web enfocados en conversión. Cotizaciones claras por alcance.,,,79,1,true
20,https://www.kinexisdigital.com/es/locations/des-moines/ppc-management,PPC Management Des Moines | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides ppc management for Des Moines, Iowa. Local strategy and measurable results.",,,92,1,true
20,https://www.kinexisdigital.com/es/locations/toronto/google-ads,Google Ads Toronto | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides google ads for Toronto, Ontario. Local strategy and measurable results.",,,88,1,true
20,https://www.kinexisdigital.com/en/pricing/ppc-management,PPC Pricing | KINEXIS,text/html; charset=utf-8,false,200,0,0,Transparent ppc pricing with clear tiers and deliverables. No hidden fees. No vague retainers.,,,94,1,true
20,https://www.kinexisdigital.com/es/locations/cedar-rapids/web-design,Web Design Cedar Rapids | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides web design for Cedar Rapids, Iowa. Local strategy and measurable results.",,,90,1,true
20,https://www.kinexisdigital.com/en/locations/cedar-rapids/ppc-management,PPC Management Cedar Rapids | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides ppc management for Cedar Rapids, Iowa. Local strategy and measurable results.",,,94,1,true
20,https://www.kinexisdigital.com/es/locations/austin/google-ads,Google Ads Austin | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides google ads for Austin, Texas. Local strategy and measurable results.",,,85,1,true
20,https://www.kinexisdigital.com/es/locations/toronto/web-design,Web Design Toronto | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides web design for Toronto, Ontario. Local strategy and measurable results.",,,88,1,true
20,https://www.kinexisdigital.com/en/locations/bogota/web-design,Web Design Bogotá | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides web design for Bogotá, Cundinamarca. Local strategy and measurable results.",,,92,1,true
20,https://www.kinexisdigital.com/es/locations/cedar-rapids/seo,SEO Cedar Rapids | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides seo for Cedar Rapids, Iowa. Local strategy and measurable results.",,,83,1,true
20,https://www.kinexisdigital.com/es/locations/dallas/google-ads,Google Ads Dallas | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides google ads for Dallas, Texas. Local strategy and measurable results.",,,85,1,true
20,https://www.kinexisdigital.com/es/locations/cedar-falls/seo,SEO Cedar Falls | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides seo for Cedar Falls, Iowa. Local strategy and measurable results.",,,82,1,true
20,https://www.kinexisdigital.com/en/locations/des-moines/web-design,Web Design Des Moines | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides web design for Des Moines, Iowa. Local strategy and measurable results.",,,88,1,true
20,https://www.kinexisdigital.com/es/locations/cedar-falls/google-ads,Google Ads Cedar Falls | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides google ads for Cedar Falls, Iowa. Local strategy and measurable results.",,,89,1,true
20,https://www.kinexisdigital.com/en/locations/dallas/seo,SEO Dallas | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides seo for Dallas, Texas. Local strategy and measurable results.",,,78,1,true
20,https://www.kinexisdigital.com/en/locations/bogota/ppc-management,PPC Management Bogotá | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides ppc management for Bogotá, Cundinamarca. Local strategy and measurable results.",,,96,1,true
20,https://www.kinexisdigital.com/es/locations/waterloo/seo,SEO Waterloo | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides seo for Waterloo, Iowa. Local strategy and measurable results.",,,79,1,true
20,https://www.kinexisdigital.com/es/pricing/meta-ads,"Precios Meta Ads | Gestión desde $1,500/mes | KINEXIS",text/html; charset=utf-8,false,200,0,0,Precios transparentes de gestión Meta Ads. Tarifas separadas del gasto publicitario.,,,84,1,true
20,https://www.kinexisdigital.com/es/locations/austin/seo,SEO Austin | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides seo for Austin, Texas. Local strategy and measurable results.",,,78,1,true
20,https://www.kinexisdigital.com/en/locations/dallas/ppc-management,PPC Management Dallas | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides ppc management for Dallas, Texas. Local strategy and measurable results.",,,89,1,true
20,https://www.kinexisdigital.com/en/locations/austin/google-ads,Google Ads Austin | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides google ads for Austin, Texas. Local strategy and measurable results.",,,85,1,true
20,https://www.kinexisdigital.com/en/locations/cedar-rapids/seo,SEO Cedar Rapids | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides seo for Cedar Rapids, Iowa. Local strategy and measurable results.",,,83,1,true
20,https://www.kinexisdigital.com/en/pricing/branding,Branding Pricing | KINEXIS,text/html; charset=utf-8,false,200,0,0,Transparent branding pricing with clear tiers and deliverables. No hidden fees. No vague retainers.,,,99,1,true
20,https://www.kinexisdigital.com/en/locations/cedar-falls/seo,SEO Cedar Falls | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides seo for Cedar Falls, Iowa. Local strategy and measurable results.",,,82,1,true
20,https://www.kinexisdigital.com/es/locations/dallas/ppc-management,PPC Management Dallas | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides ppc management for Dallas, Texas. Local strategy and measurable results.",,,89,1,true
20,https://www.kinexisdigital.com/es/locations/des-moines/web-design,Web Design Des Moines | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides web design for Des Moines, Iowa. Local strategy and measurable results.",,,88,1,true
20,https://www.kinexisdigital.com/es/locations/cedar-rapids/google-ads,Google Ads Cedar Rapids | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides google ads for Cedar Rapids, Iowa. Local strategy and measurable results.",,,90,1,true
20,https://www.kinexisdigital.com/en/locations/toronto/ppc-management,PPC Management Toronto | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides ppc management for Toronto, Ontario. Local strategy and measurable results.",,,92,1,true
20,https://www.kinexisdigital.com/en/locations/cedar-rapids/web-design,Web Design Cedar Rapids | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides web design for Cedar Rapids, Iowa. Local strategy and measurable results.",,,90,1,true
20,https://www.kinexisdigital.com/es/locations/bogota/seo,SEO Bogotá | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides seo for Bogotá, Cundinamarca. Local strategy and measurable results.",,,85,1,true
20,https://www.kinexisdigital.com/en/locations/dallas/web-design,Web Design Dallas | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides web design for Dallas, Texas. Local strategy and measurable results.",,,85,1,true
20,https://www.kinexisdigital.com/en/locations/bogota/google-ads,Google Ads Bogotá | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides google ads for Bogotá, Cundinamarca. Local strategy and measurable results.",,,92,1,true
20,https://www.kinexisdigital.com/en/locations/austin/ppc-management,PPC Management Austin | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides ppc management for Austin, Texas. Local strategy and measurable results.",,,89,1,true
20,https://www.kinexisdigital.com/en/locations/des-moines/google-ads,Google Ads Des Moines | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides google ads for Des Moines, Iowa. Local strategy and measurable results.",,,88,1,true
20,https://www.kinexisdigital.com/es/locations/cedar-falls/ppc-management,PPC Management Cedar Falls | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides ppc management for Cedar Falls, Iowa. Local strategy and measurable results.",,,93,1,true
20,https://www.kinexisdigital.com/es/pricing/ppc-management,PPC Pricing | KINEXIS,text/html; charset=utf-8,false,200,0,0,Transparent ppc pricing with clear tiers and deliverables. No hidden fees. No vague retainers.,,,94,1,true
20,https://www.kinexisdigital.com/en/locations/waterloo/google-ads,Google Ads Waterloo | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides google ads for Waterloo, Iowa. Local strategy and measurable results.",,,86,1,true
20,https://www.kinexisdigital.com/en/locations/austin/seo,SEO Austin | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides seo for Austin, Texas. Local strategy and measurable results.",,,78,1,true
20,https://www.kinexisdigital.com/en/locations/toronto/google-ads,Google Ads Toronto | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides google ads for Toronto, Ontario. Local strategy and measurable results.",,,88,1,true
20,https://www.kinexisdigital.com/en/locations/cedar-falls/ppc-management,PPC Management Cedar Falls | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides ppc management for Cedar Falls, Iowa. Local strategy and measurable results.",,,93,1,true
20,https://www.kinexisdigital.com/en/locations/cedar-falls/google-ads,Google Ads Cedar Falls | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides google ads for Cedar Falls, Iowa. Local strategy and measurable results.",,,89,1,true
20,https://www.kinexisdigital.com/en/locations/bogota/seo,SEO Bogotá | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides seo for Bogotá, Cundinamarca. Local strategy and measurable results.",,,85,1,true
20,https://www.kinexisdigital.com/en/pricing/paid-ads,Paid Ads Pricing | KINEXIS,text/html; charset=utf-8,false,200,0,0,Transparent paid ads pricing with clear tiers and deliverables. No hidden fees. No vague retainers.,,,99,1,true
20,https://www.kinexisdigital.com/es/locations/waterloo/web-design,Web Design Waterloo | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides web design for Waterloo, Iowa. Local strategy and measurable results.",,,86,1,true
20,https://www.kinexisdigital.com/en/locations/des-moines/seo,SEO Des Moines | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides seo for Des Moines, Iowa. Local strategy and measurable results.",,,81,1,true
20,https://www.kinexisdigital.com/en/locations/dallas/google-ads,Google Ads Dallas | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides google ads for Dallas, Texas. Local strategy and measurable results.",,,85,1,true
20,https://www.kinexisdigital.com/es/locations/bogota/ppc-management,PPC Management Bogotá | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides ppc management for Bogotá, Cundinamarca. Local strategy and measurable results.",,,96,1,true
20,https://www.kinexisdigital.com/es/pricing/branding,Branding Pricing | KINEXIS,text/html; charset=utf-8,false,200,0,0,Transparent branding pricing with clear tiers and deliverables. No hidden fees. No vague retainers.,,,99,1,true
20,https://www.kinexisdigital.com/es/locations/austin/web-design,Web Design Austin | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides web design for Austin, Texas. Local strategy and measurable results.",,,85,1,true
20,https://www.kinexisdigital.com/en/locations/waterloo/ppc-management,PPC Management Waterloo | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides ppc management for Waterloo, Iowa. Local strategy and measurable results.",,,90,1,true
20,https://www.kinexisdigital.com/es/locations/waterloo/google-ads,Google Ads Waterloo | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides google ads for Waterloo, Iowa. Local strategy and measurable results.",,,86,1,true
20,https://www.kinexisdigital.com/es/pricing/paid-ads,Paid Ads Pricing | KINEXIS,text/html; charset=utf-8,false,200,0,0,Transparent paid ads pricing with clear tiers and deliverables. No hidden fees. No vague retainers.,,,99,1,true
20,https://www.kinexisdigital.com/es/locations/bogota/google-ads,Google Ads Bogotá | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides google ads for Bogotá, Cundinamarca. Local strategy and measurable results.",,,92,1,true
20,https://www.kinexisdigital.com/en/locations/waterloo/seo,SEO Waterloo | KINEXIS,text/html; charset=utf-8,false,200,0,0,"KINEXIS provides seo for Waterloo, Iowa. Local strategy and measurable results.",,,79,1,true
