PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Depth,Meta description,Meta description patch,Meta description patch status,Meta description length,No. of meta descriptions,Is indexable page
0,http://www.kinexisdigital.com/en/locations/cedar-falls/web-design,Web Design Cedar Falls | KINEXIS,text/html; charset=utf-8,false,200,0,3,"KINEXIS provides web design for Cedar Falls, Iowa. Local strategy and measurable results.",,,89,1,false
0,http://www.kinexisdigital.com/en/locations/toronto/web-design,Web Design Toronto | KINEXIS,text/html; charset=utf-8,false,200,0,3,"KINEXIS provides web design for Toronto, Ontario. Local strategy and measurable results.",,,88,1,false
0,http://www.kinexisdigital.com/en/locations/dallas/web-design,Web Design Dallas | KINEXIS,text/html; charset=utf-8,false,200,0,3,"KINEXIS provides web design for Dallas, Texas. Local strategy and measurable results.",,,85,1,false
0,http://www.kinexisdigital.com/en/locations/cedar-rapids/google-ads,Google Ads Cedar Rapids | KINEXIS,text/html; charset=utf-8,false,200,0,3,"KINEXIS provides google ads for Cedar Rapids, Iowa. Local strategy and measurable results.",,,90,1,false
0,http://www.kinexisdigital.com/en/locations/bogota/google-ads,Google Ads Bogotá | KINEXIS,text/html; charset=utf-8,false,200,0,3,"KINEXIS provides google ads for Bogotá, Cundinamarca. Local strategy and measurable results.",,,92,1,false
0,http://www.kinexisdigital.com/en/pricing/ppc-management,PPC Pricing | KINEXIS,text/html; charset=utf-8,false,200,0,3,Transparent ppc pricing with clear tiers and deliverables. No hidden fees. No vague retainers.,,,94,1,false
0,http://www.kinexisdigital.com/en/locations/bogota/web-design,Web Design Bogotá | KINEXIS,text/html; charset=utf-8,false,200,0,3,"KINEXIS provides web design for Bogotá, Cundinamarca. Local strategy and measurable results.",,,92,1,false
0,http://www.kinexisdigital.com/en/locations/dallas/seo,SEO Dallas | KINEXIS,text/html; charset=utf-8,false,200,0,3,"KINEXIS provides seo for Dallas, Texas. Local strategy and measurable results.",,,78,1,false
0,http://www.kinexisdigital.com/en/pricing/branding,Branding Pricing | KINEXIS,text/html; charset=utf-8,false,200,0,3,Transparent branding pricing with clear tiers and deliverables. No hidden fees. No vague retainers.,,,99,1,false
0,http://www.kinexisdigital.com/en/locations/des-moines/google-ads,Google Ads Des Moines | KINEXIS,text/html; charset=utf-8,false,200,0,3,"KINEXIS provides google ads for Des Moines, Iowa. Local strategy and measurable results.",,,88,1,false
0,http://www.kinexisdigital.com/en/locations/cedar-falls/google-ads,Google Ads Cedar Falls | KINEXIS,text/html; charset=utf-8,false,200,0,3,"KINEXIS provides google ads for Cedar Falls, Iowa. Local strategy and measurable results.",,,89,1,false
0,http://www.kinexisdigital.com/en/locations/austin/ppc-management,PPC Management Austin | KINEXIS,text/html; charset=utf-8,false,200,0,3,"KINEXIS provides ppc management for Austin, Texas. Local strategy and measurable results.",,,89,1,false
0,http://www.kinexisdigital.com/en/locations/austin/google-ads,Google Ads Austin | KINEXIS,text/html; charset=utf-8,false,200,0,3,"KINEXIS provides google ads for Austin, Texas. Local strategy and measurable results.",,,85,1,false
0,http://www.kinexisdigital.com/en/locations/waterloo/seo,SEO Waterloo | KINEXIS,text/html; charset=utf-8,false,200,0,3,"KINEXIS provides seo for Waterloo, Iowa. Local strategy and measurable results.",,,79,1,false
0,http://www.kinexisdigital.com/en/locations/waterloo/google-ads,Google Ads Waterloo | KINEXIS,text/html; charset=utf-8,false,200,0,3,"KINEXIS provides google ads for Waterloo, Iowa. Local strategy and measurable results.",,,86,1,false
0,http://www.kinexisdigital.com/en/locations/cedar-falls/ppc-management,PPC Management Cedar Falls | KINEXIS,text/html; charset=utf-8,false,200,0,3,"KINEXIS provides ppc management for Cedar Falls, Iowa. Local strategy and measurable results.",,,93,1,false
0,http://www.kinexisdigital.com/en/locations/cedar-rapids/ppc-management,PPC Management Cedar Rapids | KINEXIS,text/html; charset=utf-8,false,200,0,3,"KINEXIS provides ppc management for Cedar Rapids, Iowa. Local strategy and measurable results.",,,94,1,false
0,http://www.kinexisdigital.com/en/locations/bogota/ppc-management,PPC Management Bogotá | KINEXIS,text/html; charset=utf-8,false,200,0,3,"KINEXIS provides ppc management for Bogotá, Cundinamarca. Local strategy and measurable results.",,,96,1,false
0,http://www.kinexisdigital.com/en/locations/waterloo/ppc-management,PPC Management Waterloo | KINEXIS,text/html; charset=utf-8,false,200,0,3,"KINEXIS provides ppc management for Waterloo, Iowa. Local strategy and measurable results.",,,90,1,false
0,http://www.kinexisdigital.com/en/pricing/paid-ads,Paid Ads Pricing | KINEXIS,text/html; charset=utf-8,false,200,0,3,Transparent paid ads pricing with clear tiers and deliverables. No hidden fees. No vague retainers.,,,99,1,false
